jahr;sportart;indikator;geschlecht;anzahl
2012;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;439
2012;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;23
2012;Gymnastik, Tanz und Tanzsport;Leitende;;37
2012;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;8
2012;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;233
2012;Handball;Kurse/Lager;;59
2012;Handball;Leitende;;138
2012;Handball;Teilnehmende;männlich;459
2012;Handball;Teilnehmende;weiblich;173
2012;Judo;Kurse/Lager;;39
2012;Judo;Leitende;;108
2012;Judo;Teilnehmende;männlich;246
2012;Judo;Teilnehmende;weiblich;82
2012;Ju-Jitsu;Kurse/Lager;;8
2012;Ju-Jitsu;Leitende;;26
2012;Ju-Jitsu;Teilnehmende;männlich;57
2012;Ju-Jitsu;Teilnehmende;weiblich;26
2012;Karate;Kurse/Lager;;15
2012;Karate;Leitende;;45
2012;Karate;Teilnehmende;männlich;119
2012;Karate;Teilnehmende;weiblich;86
2012;Kids und Allround;Kurse/Lager;;222
2012;Kids und Allround;Leitende;;513
2012;Kids und Allround;Teilnehmende;männlich;1462
2012;Kids und Allround;Teilnehmende;weiblich;1488
2012;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;90
2012;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;203
2012;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;1175
2012;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;896
2012;Lagersport/Trekking;Kurse/Lager;;74
2012;Lagersport/Trekking;Leitende;;373
2012;Lagersport/Trekking;Teilnehmende;männlich;944
2012;Lagersport/Trekking;Teilnehmende;weiblich;954
2012;Leichtathletik;Kurse/Lager;;84
2012;Leichtathletik;Leitende;;203
2012;Leichtathletik;Teilnehmende;männlich;449
2012;Leichtathletik;Teilnehmende;weiblich;612
2012;Orientierungslauf;Kurse/Lager;;2
2012;Orientierungslauf;Leitende;;13
2012;Orientierungslauf;Teilnehmende;männlich;10
2012;Orientierungslauf;Teilnehmende;weiblich;2
2012;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;22
2012;Pferdesport (Reiten und Voltigieren);Leitende;;24
2012;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;6
2012;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;91
2012;Polysportive Lager und Kurse;Kurse/Lager;;99
2012;Polysportive Lager und Kurse;Leitende;;689
2012;Polysportive Lager und Kurse;Teilnehmende;männlich;1996
2012;Polysportive Lager und Kurse;Teilnehmende;weiblich;1904
2012;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;16
2012;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;50
2012;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;82
2012;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;16
2012;Schiessen (Gewehr und Pistole);Kurse/Lager;;28
2012;Schiessen (Gewehr und Pistole);Leitende;;67
2012;Schiessen (Gewehr und Pistole);Teilnehmende;männlich;168
2012;Schiessen (Gewehr und Pistole);Teilnehmende;weiblich;34
2012;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;173
2012;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;302
2012;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;640
2012;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;718
2012;Schwingen;Kurse/Lager;;4
2012;Schwingen;Leitende;;10
2012;Schwingen;Teilnehmende;männlich;22
2012;Schwingen;Teilnehmende;weiblich;0
2012;Segeln;Kurse/Lager;;2
2012;Segeln;Leitende;;10
2012;Segeln;Teilnehmende;männlich;16
2012;Segeln;Teilnehmende;weiblich;6
2012;Skifahren;Kurse/Lager;;14
2012;Skifahren;Leitende;;63
2012;Skifahren;Teilnehmende;männlich;215
2012;Skifahren;Teilnehmende;weiblich;189
2012;Skilanglauf;Kurse/Lager;;2
2012;Skilanglauf;Leitende;;9
2012;Skilanglauf;Teilnehmende;männlich;2
2012;Skilanglauf;Teilnehmende;weiblich;6
2012;Skitouren;Kurse/Lager;;2
2012;Skitouren;Leitende;;20
2012;Skitouren;Teilnehmende;männlich;52
2012;Skitouren;Teilnehmende;weiblich;17
2012;Snowboard;Kurse/Lager;;4
2012;Snowboard;Leitende;;18
2012;Snowboard;Teilnehmende;männlich;45
2012;Snowboard;Teilnehmende;weiblich;71
2012;Speedskating;Kurse/Lager;;3
2012;Speedskating;Leitende;;6
2012;Speedskating;Teilnehmende;männlich;9
2012;Speedskating;Teilnehmende;weiblich;2
2012;Sportklettern;Kurse/Lager;;6
2012;Sportklettern;Leitende;;25
2012;Sportklettern;Teilnehmende;männlich;38
2012;Sportklettern;Teilnehmende;weiblich;31
2012;Squash;Kurse/Lager;;22
2012;Squash;Leitende;;60
2012;Squash;Teilnehmende;männlich;133
2012;Squash;Teilnehmende;weiblich;30
2012;Synchronized Skating;Kurse/Lager;;5
2012;Synchronized Skating;Leitende;;9
2012;Synchronized Skating;Teilnehmende;männlich;0
2012;Synchronized Skating;Teilnehmende;weiblich;59
2012;Tennis;Kurse/Lager;;216
2012;Tennis;Leitende;;325
2012;Tennis;Teilnehmende;männlich;772
2012;Tennis;Teilnehmende;weiblich;333
2012;Tischtennis;Kurse/Lager;;7
2012;Tischtennis;Leitende;;35
2012;Tischtennis;Teilnehmende;männlich;45
2012;Tischtennis;Teilnehmende;weiblich;2
2012;Turnen und Rhönrad;Kurse/Lager;;180
2012;Turnen und Rhönrad;Leitende;;560
2012;Turnen und Rhönrad;Teilnehmende;männlich;720
2012;Turnen und Rhönrad;Teilnehmende;weiblich;1285
2012;Unihockey;Kurse/Lager;;43
2012;Unihockey;Leitende;;96
2012;Unihockey;Teilnehmende;männlich;428
2012;Unihockey;Teilnehmende;weiblich;81
2012;Volleyball;Kurse/Lager;;63
2012;Volleyball;Leitende;;123
2012;Volleyball;Teilnehmende;männlich;78
2012;Volleyball;Teilnehmende;weiblich;538
2013;Badminton;Kurse/Lager;;55
2013;Badminton;Leitende;;129
2013;Badminton;Teilnehmende;männlich;310
2013;Badminton;Teilnehmende;weiblich;179
2013;Baseball/Softball;Kurse/Lager;;6
2013;Baseball/Softball;Leitende;;8
2013;Baseball/Softball;Teilnehmende;männlich;36
2013;Baseball/Softball;Teilnehmende;weiblich;1
2013;Basketball und Korbball;Kurse/Lager;;84
2013;Basketball und Korbball;Leitende;;196
2013;Basketball und Korbball;Teilnehmende;männlich;555
2013;Basketball und Korbball;Teilnehmende;weiblich;194
2013;Bergsport;Kurse/Lager;;1
2013;Bergsport;Leitende;;12
2013;Bergsport;Teilnehmende;männlich;47
2013;Bergsport;Teilnehmende;weiblich;2
2013;Curling;Kurse/Lager;;5
2013;Curling;Leitende;;13
2013;Curling;Teilnehmende;männlich;22
2013;Curling;Teilnehmende;weiblich;1
2013;Diverse Sportarten;Kurse/Lager;;4
2013;Diverse Sportarten;Leitende;;5
2013;Diverse Sportarten;Teilnehmende;männlich;17
2013;Diverse Sportarten;Teilnehmende;weiblich;7
2013;Eishockey;Kurse/Lager;;19
2013;Eishockey;Leitende;;33
2013;Eishockey;Teilnehmende;männlich;293
2013;Eishockey;Teilnehmende;weiblich;22
2013;Eiskunstlauf/Eistanz;Kurse/Lager;;46
2013;Eiskunstlauf/Eistanz;Leitende;;88
2013;Eiskunstlauf/Eistanz;Teilnehmende;männlich;19
2013;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;319
2013;Faustball;Kurse/Lager;;3
2013;Faustball;Leitende;;6
2013;Faustball;Teilnehmende;männlich;12
2013;Faustball;Teilnehmende;weiblich;0
2013;Fussball;Kurse/Lager;;538
2013;Fussball;Leitende;;757
2013;Fussball;Teilnehmende;männlich;6291
2013;Fussball;Teilnehmende;weiblich;772
2013;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;152
2013;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;230
2013;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;284
2013;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;965
2013;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;39
2013;Gymnastik, Tanz und Tanzsport;Leitende;;55
2013;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;25
2013;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;368
2013;Handball;Kurse/Lager;;105
2013;Handball;Leitende;;206
2013;Handball;Teilnehmende;männlich;799
2013;Handball;Teilnehmende;weiblich;255
2013;Judo;Kurse/Lager;;82
2013;Judo;Leitende;;155
2013;Judo;Teilnehmende;männlich;596
2013;Judo;Teilnehmende;weiblich;166
2013;Ju-Jitsu;Kurse/Lager;;13
2013;Ju-Jitsu;Leitende;;25
2013;Ju-Jitsu;Teilnehmende;männlich;91
2013;Ju-Jitsu;Teilnehmende;weiblich;29
2013;Karate;Kurse/Lager;;45
2013;Karate;Leitende;;89
2013;Karate;Teilnehmende;männlich;252
2013;Karate;Teilnehmende;weiblich;204
2013;Kids und Allround;Kurse/Lager;;271
2013;Kids und Allround;Leitende;;272
2013;Kids und Allround;Teilnehmende;männlich;1639
2013;Kids und Allround;Teilnehmende;weiblich;990
2013;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;88
2013;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;204
2013;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;1396
2013;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;1126
2013;Lagersport/Trekking;Kurse/Lager;;92
2013;Lagersport/Trekking;Leitende;;566
2013;Lagersport/Trekking;Teilnehmende;männlich;1241
2013;Lagersport/Trekking;Teilnehmende;weiblich;2029
2013;Leichtathletik;Kurse/Lager;;94
2013;Leichtathletik;Leitende;;206
2013;Leichtathletik;Teilnehmende;männlich;516
2013;Leichtathletik;Teilnehmende;weiblich;667
2013;Orientierungslauf;Kurse/Lager;;5
2013;Orientierungslauf;Leitende;;21
2013;Orientierungslauf;Teilnehmende;männlich;35
2013;Orientierungslauf;Teilnehmende;weiblich;19
2013;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;52
2013;Pferdesport (Reiten und Voltigieren);Leitende;;52
2013;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;15
2013;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;256
2013;Polysportive Lager und Kurse;Kurse/Lager;;73
2013;Polysportive Lager und Kurse;Leitende;;328
2013;Polysportive Lager und Kurse;Teilnehmende;männlich;1683
2013;Polysportive Lager und Kurse;Teilnehmende;weiblich;1633
2013;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;20
2013;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;42
2013;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;111
2013;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;38
2013;Schiessen (Gewehr und Pistole);Kurse/Lager;;26
2013;Schiessen (Gewehr und Pistole);Leitende;;39
2013;Schiessen (Gewehr und Pistole);Teilnehmende;männlich;141
2013;Schiessen (Gewehr und Pistole);Teilnehmende;weiblich;35
2013;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;261
2013;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;368
2013;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;980
2013;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;1030
2013;Schwingen;Kurse/Lager;;1
2013;Schwingen;Leitende;;2
2013;Schwingen;Teilnehmende;männlich;3
2013;Schwingen;Teilnehmende;weiblich;0
2013;Segeln;Kurse/Lager;;3
2013;Segeln;Leitende;;11
2013;Segeln;Teilnehmende;männlich;9
2013;Segeln;Teilnehmende;weiblich;6
2013;Skifahren;Kurse/Lager;;18
2013;Skifahren;Leitende;;64
2013;Skifahren;Teilnehmende;männlich;295
2013;Skifahren;Teilnehmende;weiblich;277
2013;Skilanglauf;Kurse/Lager;;1
2013;Skilanglauf;Leitende;;5
